,app_name,avg_sentiment_N100,avg_sentiment_N10,sentiment_difference
6935,Supreme: Pizza Empire,0.069,0.183,-0.11399999999999999
6936,Surfingers,0.201,-0.161,0.362
6937,Surge,0.768,0.585,0.18300000000000005
6938,Surgeon Simulator,0.188,-0.015,0.203
6939,Surgeon Simulator: Experience Reality,0.23,0.405,-0.17500000000000002
6940,SurrealVR,0.008,-0.057,0.065
6941,Survarium,-0.441,-0.407,-0.03400000000000003
6942,Survival Kingdom,0.299,0.148,0.151
6943,Survival VR,0.33,0.33,0.0
6944,Survivalist,0.207,0.207,0.0
6945,Survive in Space,0.187,-0.127,0.314
6946,Survivor Squad,-0.121,-0.199,0.07800000000000001
6947,Survivor Squad: Gauntlets,0.192,0.223,-0.031
6948,Swapperoo,0.504,0.244,0.26
6949,Swarm Arena,0.338,-0.202,0.54
6950,SweatShop,-0.649,-0.996,0.347
6951,Sweet Candy Mahjong,0.731,0.731,0.0
6952,Sweet Lily Dreams,-0.274,-0.213,-0.061000000000000026
6953,Sweet Volley High,0.192,0.192,0.0
6954,Sweezy Gunner,0.222,0.195,0.026999999999999996
6955,Swift,-0.007,-0.007,0.0
6956,Swiftly,-0.52,-0.217,-0.30300000000000005
6957,Swipecart,-0.346,0.172,-0.518
6958,Switch Galaxy Ultra,-0.173,-0.603,0.43
6959,Sword Coast Legends,-0.242,-0.024,-0.218
6960,Sword Daughter,-0.365,-0.601,0.236
6961,Sword Master VR,0.223,0.399,-0.17600000000000002
6962,Sword of Asumi,-0.14,0.041,-0.18100000000000002
6963,Sword of the Samurai,0.572,0.228,0.344
6964,Sword of the Stars Complete Collection,0.46,0.594,-0.13399999999999995
6965,Sword of the Stars II: Enhanced Edition,-0.508,-0.601,0.09299999999999997
6966,Sword of the Stars: The Pit,0.429,0.398,0.030999999999999972
6967,Swordbreaker The Game,0.241,0.358,-0.11699999999999999
6968,Swords & Crossbones: An Epic Pirate Story,-0.126,-0.57,0.44399999999999995
6969,Swords and Soldiers HD,0.4,0.569,-0.16899999999999993
6970,Swords and Sorcery - Underworld - DEFINITIVE EDITION,0.329,0.197,0.132
6971,Syberia,0.318,0.401,-0.08300000000000002
6972,Syberia 2,0.464,0.365,0.09900000000000003
6973,Syder Arcade,0.487,0.398,0.08899999999999997
6974,Sydney's World,0.681,0.799,-0.118
6975,Sylvio,-0.019,-0.23,0.21100000000000002
6976,Sym,0.101,0.182,-0.08099999999999999
6977,Symphony,0.439,0.39,0.04899999999999999
6978,Synchrom,0.756,0.982,-0.22599999999999998
6979,Syndrome,0.181,0.191,-0.010000000000000009
6980,Synonymy,-0.368,-0.449,0.08100000000000002
6981,System Crash,0.676,0.206,0.4700000000000001
6982,System Shock 2,0.34,0.599,-0.25899999999999995
6983,Systematic Immunity,0.67,0.67,0.0
6984,T-Kara Puzzles,0.728,0.728,0.0
6985,T.E.C. 3001,0.484,0.594,-0.10999999999999999
6986,TAKEN,-0.704,-0.583,-0.121
6987,TASTEE: Lethal Tactics,0.47,0.376,0.09399999999999997
6988,TDP4:Team Battle,-0.644,-0.98,0.33599999999999997
6989,TDP5 Arena 3D,-0.525,-0.383,-0.14200000000000002
6990,TERROR LAB,-0.252,-0.047,-0.20500000000000002
6991,THE GAME OF LIFE ,0.025,0.199,-0.17400000000000002
6992,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,0.491,0.388,0.10299999999999998
6993,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,0.486,0.398,0.08799999999999997
6994,THE KING OF FIGHTERS XIII STEAM EDITION,0.378,0.6,-0.22199999999999998
6995,THE LAST BLADE,0.034,-0.009,0.043000000000000003
6996,THOTH,0.449,0.228,0.221
6997,TIMEframe,0.167,0.007,0.16
6998,TIS-100,0.385,0.205,0.18000000000000002
6999,TOXIKK,0.02,0.028,-0.008
7000,TRAUMA,-0.043,-0.014,-0.028999999999999998
7001,TREBUCHET,0.238,0.238,0.0
7002,TRESPASS - Episode 1,0.301,0.2,0.10099999999999998
7003,TRI: Of Friendship and Madness,0.528,0.591,-0.06299999999999994
7004,TRIP Steam Edition,-0.451,-0.563,0.11199999999999993
7005,TRIZEAL Remix,0.999,0.999,0.0
7006,TRON 2.0,0.467,0.401,0.066
7007,TRON RUN/r,0.161,-0.24,0.401
7008,TV Trouble,0.125,-0.166,0.29100000000000004
7009,TY the Tasmanian Tiger,0.797,0.811,-0.014000000000000012
7010,TY the Tasmanian Tiger 4,0.63,0.618,0.01200000000000001
7011,Table Top Racing: World Tour,0.207,0.776,-0.5690000000000001
7012,TableTop Cricket,0.464,0.788,-0.324
7013,TableTop Soccer,0.452,0.584,-0.13199999999999995
7014,Tabletop Simulator,0.625,0.619,0.006000000000000005
7015,Tabletopia,-0.287,-0.792,0.5050000000000001
7016,Tachyon Project,0.397,0.337,0.06
7017,Tachyon: The Fringe,0.708,0.637,0.07099999999999995
7018,Tactical Intervention,-0.283,-0.024,-0.25899999999999995
7019,Tadpole Treble,0.762,0.6,0.16200000000000003
7020,Tahira: Echoes of the Astral Empire,0.422,0.256,0.16599999999999998
7021,Taimumari: Definitive Edition,0.114,-0.005,0.11900000000000001
7022,Take Command - 2nd Manassas,0.513,0.513,0.0
7023,Take On Helicopters,-0.152,-0.223,0.07100000000000001
7024,Take Thy Throne,0.039,-0.01,0.049
7025,Take the Dream IX,0.234,0.349,-0.11499999999999996
7026,Takedown: Red Sabre,-0.409,-0.173,-0.236
7027,Talent Not Included,-0.249,-0.249,0.0
7028,Tales Across Time,0.425,0.404,0.020999999999999963
7029,Tales From The Dragon Mountain 2: The Lair,-0.668,-0.668,0.0
7030,Tales From The Dragon Mountain: The Strix,-0.532,-0.801,0.269
7031,Tales [PC],0.599,0.599,0.0
7032,Tales from Space: Mutant Blobs Attack,0.617,0.198,0.419
7033,Tales from the Borderlands,0.705,0.797,-0.09200000000000008
7034,Tales from the Void,0.607,0.971,-0.364
7035,Tales of Adventure 2,-0.676,-0.79,0.11399999999999999
7036,Tales of Aravorn: Seasons Of The Wolf,0.574,0.771,-0.19700000000000006
7037,Tales of Destruction,-0.864,-0.81,-0.05399999999999994
7038,Tales of Maj'Eyal,0.618,0.592,0.026000000000000023
7039,Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal,0.35,0.043,0.307
7040,Tales of Monkey Island: Chapter 2 - The Siege of Spinner Cay ,-0.314,-0.314,0.0
7041,Tales of Monkey Island: Chapter 3 - Lair of the Leviathan ,-0.271,-0.271,0.0
7042,Tales of Monkey Island: Chapter 4 - The Trial and Execution of Guybrush Threepwood ,-0.983,-0.983,0.0
7043,Tales of Monkey Island: Chapter 5 - Rise of the Pirate God,-0.979,-0.979,0.0
7044,Tales of Symphonia,0.014,0.217,-0.20299999999999999
7045,Tales of Zestiria,0.36,0.395,-0.03500000000000003
7046,Tales of the Elements,0.217,0.217,0.0
7047,Tales of the Orient: The Rising Sun,0.47,0.621,-0.15100000000000002
7048,Talewind,0.228,0.405,-0.17700000000000002
7049,Talisman: Digital Edition,0.186,0.407,-0.22099999999999997
7050,Talisman: Prologue,-0.171,-0.204,0.032999999999999974
7051,Talismania Deluxe,0.199,0.199,0.0
7052,Tallowmere,0.629,0.753,-0.124
7053,Tango Fiesta,-0.007,0.224,-0.231
7054,Tanita: a plasticine dream,-0.105,-0.105,0.0
7055,Tank Battle: 1944,0.179,0.051,0.128
7056,Tank Battle: North Africa,0.203,0.203,0.0
7057,Tank Brawl,0.396,0.369,0.027000000000000024
7058,Tank Operations,-0.625,-0.95,0.32499999999999996
7059,Tank Universal,0.047,-0.0,0.047
7060,Tank: The M1A1 Abrams Battle Tank Simulation,-0.396,-0.396,0.0
7061,TankZone Battle,0.533,0.79,-0.257
7062,Tap Heroes,0.099,0.182,-0.08299999999999999
7063,Tap Tap Infinity,0.063,-0.401,0.464
7064,Tap Tap Legions - Epic battles within 5 seconds!,-0.408,-0.007,-0.40099999999999997
7065,Task Force 1942: Surface Naval Action in the South Pacific,-0.383,-0.383,0.0
7066,Tasty Blue,0.33,0.578,-0.24799999999999994
7067,Tasty Planet: Back for Seconds,0.38,0.774,-0.394
7068,Tavernier,0.485,0.545,-0.06000000000000005
7069,Taxi,-0.462,-0.952,0.48999999999999994
7070,Tcheco in the Castle of Lucio,0.429,0.532,-0.10300000000000004
7071,Tea Party Simulator 2015™,-0.163,-0.205,0.04199999999999998
7072,Team Fortress 2,0.401,0.206,0.19500000000000003
7073,Team Fortress Classic,0.217,0.389,-0.17200000000000001
7074,Team Indie,0.108,-0.041,0.149
7075,Technobabylon,0.734,0.605,0.129
7076,Technolust,0.412,0.746,-0.334
7077,Techwars Online,0.192,0.2,-0.008000000000000007
7078,Ted by Dawn,-0.327,-0.366,0.03899999999999998
7079,Teddy Floppy Ear - Kayaking,0.365,-0.202,0.567
7080,Teddy Floppy Ear - Mountain Adventure,0.267,0.411,-0.14399999999999996
7081,Teddy Floppy Ear - The Race,0.129,0.184,-0.05499999999999999
7082,Teenage Mutant Ninja Turtles: Mutants in Manhattan,-0.155,0.008,-0.163
7083,Teeworlds,0.409,0.771,-0.36200000000000004
7084,Teleglitch: Die More Edition,0.319,-0.196,0.515
7085,Telepath Tactics,0.279,0.029,0.25
7086,Telltale Texas Hold'Em,-0.334,-0.8,0.466
7087,Tembo The Badass Elephant,0.136,-0.16,0.29600000000000004
7088,Tempest,0.096,0.586,-0.49
7089,Tengami,0.34,0.565,-0.22499999999999992
7090,Tennis Elbow 2013,0.59,0.534,0.05599999999999994
7091,Tennis in the Face,0.53,0.229,0.30100000000000005
7092,Tenshu General,-0.531,-0.531,0.0
7093,Tentacult!,0.311,0.405,-0.09400000000000003
7094,TeraBlaster,-0.156,0.017,-0.173
7095,Terminal Velocity,0.44,0.211,0.229
7096,Terra Lander Remastered,-0.092,0.001,-0.093
7097,Terra Nova: Strike Force Centauri,0.504,0.218,0.28600000000000003
7098,TerraTech,0.348,0.348,0.0
7099,Terraform,0.334,0.2,0.134
7100,Terraformer Expedition to Mars,-0.833,-0.8,-0.03299999999999992
7101,Terraria,0.643,0.597,0.04600000000000004
7102,Terrian Saga: KR-17,0.109,-0.201,0.31
7103,Terrorhedron,0.407,0.222,0.18499999999999997
7104,Tesla Breaks the World!,-0.658,-0.4,-0.258
7105,Tesla Effect,0.555,0.995,-0.43999999999999995
7106,Tesla VR,-0.226,-0.226,0.0
7107,Tesla's Tower: The Wardenclyffe Mystery,0.009,0.009,0.0
7108,Teslagrad,0.519,0.794,-0.275
7109,TesserAct,-0.159,-0.023,-0.136
7110,Test Drive®: Ferrari Racing Legends,-0.304,0.0,-0.304
7111,Tetris® Ultimate,-0.509,-0.995,0.486
7112,Tetrobot and Co.,0.753,0.79,-0.03700000000000003
7113,Tex Murphy: Martian Memorandum,-0.396,-0.638,0.242
7114,Tex Murphy: Mean Streets,0.139,-0.001,0.14
7115,Tex Murphy: Overseer,-0.405,-0.226,-0.17900000000000002
7116,Tex Murphy: The Pandora Directive,0.71,0.797,-0.08700000000000008
7117,Tex Murphy: Under a Killing Moon,0.471,0.001,0.47
7118,Tharsis,-0.024,0.0,-0.024
7119,That Dam Level redux,0.319,0.319,0.0
7120,"That Dragon, Cancer",0.315,0.214,0.101
7121,That Old Time Religion,-0.03,-0.199,0.169
7122,The 11th Hour,-0.522,-0.4,-0.122
7123,The 39 Steps,0.323,0.002,0.321
7124,The 7th Guest,-0.129,0.201,-0.33
7125,The Abbey,-0.266,-0.396,0.13
7126,The Abbey of Crime Extensum,0.264,-0.209,0.473
7127,The Admin,-1.0,-1.0,0.0
7128,The Adventures of Mr. Bobley,-0.175,-0.29,0.11499999999999999
7129,The Adventures of Tree,0.224,-0.172,0.396
7130,The Afterglow of Grisaia,0.993,0.993,0.0
7131,The Age of Decadence,0.081,0.222,-0.14100000000000001
7132,The Albino Hunter™ (Original),0.223,0.017,0.20600000000000002
7133,The Amazing Adventures of Ash - Afterparty,-0.144,-0.144,0.0
7134,The Amazing Shinsengumi: Heroes in Love,-0.788,-0.788,0.0
7135,The Amazing Spider-Man,-0.236,-0.388,0.15200000000000002
7136,The Amber Throne,0.522,0.792,-0.27
7137,The Apogee Throwback Pack,0.547,0.758,-0.21099999999999997
7138,The Apotheosis Project,-0.162,-0.207,0.044999999999999984
7139,The Aquatic Adventure of the Last Human,0.151,0.4,-0.24900000000000003
7140,The Archetype,-0.316,-0.425,0.10899999999999999
7141,The Architect,-0.294,-0.207,-0.087
7142,The Assembly,0.161,0.002,0.159
7143,The Asskickers,-0.374,-0.023,-0.351
7144,The Average Everyday Adventures of Samantha Browne,0.183,0.205,-0.021999999999999992
7145,The Away Team,-0.034,-0.196,0.162
7146,The Baconing,0.229,0.291,-0.06199999999999997
7147,The Ball,0.154,0.596,-0.44199999999999995
7148,The Banner Saga,0.542,0.377,0.16500000000000004
7149,The Banner Saga 2,0.735,0.989,-0.254
7150,The Bard's Tale,0.446,0.399,0.046999999999999986
7151,The Basement Collection,0.454,0.404,0.04999999999999999
7152,The Battle for Sector 219,0.045,0.045,0.0
7153,The Battle of Sol,-0.072,-0.019,-0.05299999999999999
7154,The Beard in the Mirror,0.5,0.5,0.0
7155,The Beggar's Ride,0.375,0.375,0.0
7156,The Beginner's Guide,0.358,0.183,0.175
7157,The Bellows,-0.05,-0.171,0.12100000000000001
7158,The Big Secret of a Small Town,0.314,0.398,-0.08400000000000002
7159,The Binding of Isaac,0.483,0.346,0.137
7160,The Binding of Isaac: Rebirth,0.557,0.549,0.008000000000000007
7161,The Black Watchmen,0.382,0.2,0.182
7162,The Blackwell Legacy,0.605,0.606,-0.0010000000000000009
7163,The Blue Flamingo,-0.475,-0.6,0.125
7164,The Body Changer,-0.156,-0.156,0.0
7165,The Body VR: Journey Inside a Cell,0.751,0.997,-0.246
7166,The Book of Desires,-0.498,-0.498,0.0
7167,The Book of Legends,-0.003,0.159,-0.162
7168,The Book of Unwritten Tales,0.743,0.365,0.378
7169,The Book of Unwritten Tales 2,0.554,0.998,-0.44399999999999995
7170,The Book of Unwritten Tales: The Critter Chronicles,0.267,0.4,-0.133
7171,The Bottom of the Well,0.426,0.756,-0.33
7172,The Bridge,0.444,0.446,-0.0020000000000000018
7173,The Brookhaven Experiment,0.515,0.622,-0.10699999999999998
7174,The Bug Butcher,0.651,0.97,-0.31899999999999995
7175,The Bunker,0.175,-0.186,0.361
7176,The Bureau: XCOM Declassified,-0.328,-0.397,0.069
7177,The Cameron Files: The Secret at Loch Ness,-0.379,-0.22,-0.159
7178,The Campaign Series: Fall Weiss,-0.481,-0.736,0.255
7179,The Cat Lady,0.719,0.999,-0.28
7180,The Cat Machine,0.501,0.619,-0.118
7181,The Cat and the Coup,0.454,0.353,0.10100000000000003
7182,The Cave,0.384,0.17,0.214
7183,The Chaos Engine,-0.069,-0.393,0.324
7184,The Charnel House Trilogy,0.073,0.398,-0.325
7185,The Clans - Saga of the Twins,-0.74,-0.8,0.06000000000000005
7186,The Clockwork Man,-0.472,-0.599,0.127
7187,The Clockwork Man: The Hidden World,-0.224,-0.197,-0.026999999999999996
7188,The Club,-0.252,0.019,-0.271
7189,The Coma,0.374,0.205,0.169
7190,The Concourse,0.632,0.581,0.051000000000000045
7191,The Confines Of The Crown,0.514,0.209,0.30500000000000005
7192,The Construct,-0.393,-0.393,0.0
7193,The Consuming Shadow,0.487,0.579,-0.09199999999999997
7194,The Cooking Game,0.894,0.797,0.09699999999999998
7195,The Corporate Machine,0.091,-0.398,0.489
7196,The Count Lucanor,0.582,0.798,-0.21600000000000008
7197,The Counting Kingdom,0.478,0.393,0.08499999999999996
7198,The Crew,-0.081,-0.196,0.115
7199,The Crystal Nebula,0.604,0.807,-0.20300000000000007
7200,The Cubicle.,0.465,0.377,0.08800000000000002
7201,The Culling Of The Cows,0.054,0.377,-0.323
7202,The Curse of Nordic Cove,-0.418,-0.381,-0.03699999999999998
7203,The Cursed Crusade,-0.221,-0.6,0.379
7204,The Daring Mermaid Expedition,-0.324,-0.593,0.26899999999999996
7205,The Dark Eye: Chains of Satinav,0.509,0.37,0.139
7206,The Dark Legions,-0.003,0.188,-0.191
7207,The Dark Stone from Mebara,-0.241,0.19,-0.431
7208,The Darkness II,0.346,0.611,-0.265
7209,The Deadly Tower of Monsters,0.592,0.984,-0.392
7210,The Deed,0.484,0.941,-0.45699999999999996
7211,The Deed: Dynasty,0.353,0.186,0.16699999999999998
7212,The Deep Paths: Labyrinth Of Andokost,0.053,-0.213,0.266
7213,The Deer God,-0.315,-0.42,0.10499999999999998
7214,The Defenders: The Second Wave,-0.299,-0.003,-0.296
7215,The Deletion,0.101,-0.011,0.112
7216,The Depths of Tolagal,-0.046,0.03,-0.076
7217,The Descendant,0.086,-0.366,0.45199999999999996
7218,The Desolate Hope,0.419,0.58,-0.16099999999999998
7219,The Dig,0.72,0.407,0.313
7220,The Divergent Series: Allegiant VR,-0.031,0.199,-0.23
7221,The Dope Game,0.14,-0.018,0.158
7222,The Dream Machine,0.777,0.999,-0.22199999999999998
7223,The Dreamatorium of Dr. Magnus 2,-0.215,-0.214,-0.0010000000000000009
7224,The Dungeoning,-0.17,0.176,-0.346
7225,The Dwarf Run,0.339,0.183,0.15600000000000003
7226,The Dwarves,0.183,0.206,-0.022999999999999993
7227,The Dweller,0.813,0.993,-0.18000000000000005
7228,The East New World,-0.012,-0.012,0.0
7229,The Egyptian Prophecy: The Fate of Ramses,-0.148,-0.36,0.212
7230,The Elder Scrolls III: Morrowind,0.475,0.395,0.07999999999999996
7231,The Elder Scrolls IV: Oblivion ,0.406,0.401,0.0050000000000000044
7232,The Elder Scrolls Online,0.08,0.187,-0.107
7233,The Elder Scrolls V: Skyrim,-0.225,-0.396,0.171
7234,The Elder Scrolls V: Skyrim Special Edition,-0.238,-0.381,0.14300000000000002
7235,The Emerald Maiden: Symphony of Dreams,0.119,0.226,-0.10700000000000001
7236,The Emptiness Deluxe Edition,-0.922,-0.799,-0.123
7237,The Enchanted Cave 2,0.509,0.109,0.4
7238,The Enlightened League of Bone Builders and the Osseous Enigma Content,0.109,0.109,0.0
7239,The Entente Gold,-0.62,-0.616,-0.0040000000000000036
7240,The Escapist,-0.638,-0.602,-0.03600000000000003
7241,The Escapists,0.407,0.184,0.22299999999999998
7242,The Escapists: The Walking Dead,-0.091,-0.445,0.354
7243,The Evil Within,0.034,0.436,-0.402
7244,The Expendabros,0.432,0.598,-0.16599999999999998
7245,The Eyes of Ara,0.582,0.431,0.15099999999999997
7246,The Fall,0.528,0.385,0.14300000000000002
7247,The Fall of the Dungeon Guardians,0.534,0.196,0.338
7248,The Fastest Fist,0.093,0.021,0.072
7249,The Few,-0.069,-0.553,0.48400000000000004
7250,The Final Station,0.101,-0.202,0.30300000000000005
7251,The First Templar,-0.217,-0.378,0.161
7252,The Fish Fillets 2,0.13,-0.4,0.53
7253,The Flame in the Flood,0.158,0.041,0.11699999999999999
7254,The Fleets of Sol,-0.603,-0.603,0.0
7255,The Flock,-0.454,-0.439,-0.015000000000000013
7256,The Floor is Jelly,0.372,0.965,-0.593
7257,The Flying Dutchman,-0.884,-0.798,-0.08599999999999997
7258,The Forest of Doom,0.22,0.194,0.025999999999999995
7259,The Forgotten Forest,-0.601,-0.601,0.0
7260,The Forgotten Ones,-0.44,-0.373,-0.067
7261,The Four Kings Casino and Slots,-0.109,-0.184,0.075
7262,The Fruit of Grisaia,0.573,0.434,0.13899999999999996
7263,The Gallery - Episode 1: Call of the Starseed,0.543,0.234,0.30900000000000005
7264,The Gate,-0.289,-0.411,0.122
7265,The Girl and the Robot,-0.067,-0.174,0.10699999999999998
7266,The Gleam: VR Escape the Room,0.0,0.2,-0.2
7267,The Glow,-0.477,-0.425,-0.05199999999999999
7268,The God's Chain,-0.446,-0.933,0.48700000000000004
7269,The Golf Club,-0.235,0.199,-0.434
7270,The Good Life,-0.184,-0.21,0.025999999999999995
7271,The Grandfather,-0.536,-0.586,0.04999999999999993
7272,The Grave Digger,-0.034,-0.034,0.0
7273,The Graveyard,-0.118,-0.03,-0.088
7274,The Great Art Race,0.127,0.156,-0.028999999999999998
7275,The Great Escape,-0.816,-0.798,-0.017999999999999905
7276,The Great Jitters: Pudding Panic,0.257,0.185,0.07200000000000001
7277,The Growth Journey,-0.56,-0.56,0.0
7278,The Guest,0.103,0.396,-0.29300000000000004
7279,The Guild Gold Edition,-0.076,-0.586,0.51
7280,The Guild II,-0.055,0.374,-0.429
7281,The Guild II - Pirates of the European Seas,0.025,-0.359,0.384
7282,The Guild II: Renaissance,0.048,-0.395,0.443
7283,The Guilt and the Shadow,0.523,0.391,0.132
7284,The Happy Hereafter,0.056,0.419,-0.363
7285,The Hat Man: Shadow Ward,-0.298,-0.4,0.10200000000000004
7286,The Haunted: Hells Reach,0.295,0.423,-0.128
7287,The Haunting of Billy Classic,0.534,0.232,0.30200000000000005
7288,The Herbalist,0.371,0.424,-0.05299999999999999
7289,The Hero Project: Redemption Season,-0.003,-0.201,0.198
7290,The Hero of Kendrickstone,0.293,0.569,-0.27599999999999997
7291,The Hidden Dragon,-0.676,-0.817,0.1409999999999999
7292,The Hive,-0.258,-0.201,-0.056999999999999995
7293,The Hole Story,-0.524,-0.782,0.258
7294,The House,-0.544,-0.782,0.238
7295,The House in Fata Morgana,0.724,0.601,0.123
7296,The Housewife,-0.61,-0.27,-0.33999999999999997
7297,The Howler,0.018,0.005,0.012999999999999998
7298,The Huntsman: Winter's Curse,0.224,-0.397,0.621
7299,The Hurricane of the Varstray -Collateral hazard-,-0.027,-0.248,0.221
7300,The I of the Dragon,-0.323,-0.402,0.07900000000000001
7301,The Impossible Game,0.016,0.055,-0.039
7302,The Impossible Travel Agency,-0.007,0.19,-0.197
7303,The Incredible Adventures of Van Helsing,0.325,0.404,-0.07900000000000001
7304,The Incredible Adventures of Van Helsing II,0.001,-0.398,0.399
7305,The Incredible Adventures of Van Helsing III,-0.337,-0.601,0.26399999999999996
7306,The Incredible Adventures of Van Helsing: Final Cut,0.118,-0.382,0.5
7307,The Indie Mixtape,0.443,0.389,0.05399999999999999
7308,The Infinite Black,0.048,0.423,-0.375
7309,The Inner World,0.711,0.798,-0.08700000000000008
7310,The Interactive Adventures of Dog Mendonça and Pizzaboy,0.294,0.59,-0.296
7311,The Interview,-0.761,-0.919,0.15800000000000003
7312,The Jackbox Party Pack 2,0.569,0.998,-0.42900000000000005
7313,The Jackbox Party Pack 3,0.629,0.772,-0.14300000000000002
7314,The Janitor,-0.414,-0.411,-0.0030000000000000027
7315,The Journey Down: Chapter One,0.476,0.796,-0.32000000000000006
7316,The Journey Down: Chapter Two,0.796,0.429,0.36700000000000005
7317,The Journey Home,-0.585,-0.778,0.19300000000000006
7318,The Juicer,0.434,0.397,0.03699999999999998
7319,The Kings' Crusade,-0.476,-0.369,-0.10699999999999998
7320,The Knobbly Crook,0.621,0.985,-0.364
7321,The LEGO® Movie - Videogame,0.408,0.206,0.20199999999999999
7322,The Lab,0.802,0.797,0.0050000000000000044
7323,The Labyrinth of Grisaia,0.279,0.222,0.05700000000000002
7324,The Labyrinth of Time,0.334,0.334,0.0
7325,The Lady,-0.433,-0.604,0.17099999999999999
7326,The Land Of Lamia,-0.297,-0.194,-0.10299999999999998
7327,The Land of Eyas,0.672,0.24,0.43200000000000005
7328,The Language Game,0.121,0.17,-0.049000000000000016
7329,The Last Crown: Midnight Horror,0.504,0.394,0.10999999999999999
7330,The Last Dogma,-0.587,-0.603,0.016000000000000014
7331,The Last Door - Collector's Edition,0.569,0.791,-0.2220000000000001
7332,The Last Dream: Developer's Edition,0.494,0.769,-0.275
7333,The Last Express Gold Edition,0.416,0.6,-0.184
7334,The Last Federation,0.009,-0.181,0.19
7335,The Last Hope,0.058,-0.003,0.061000000000000006
7336,The Last NightMary - A Lenda do Cabeça de Cuia,-0.288,-0.57,0.282
7337,The Last Sniper VR,0.146,-0.398,0.544
7338,The Last Time,0.876,0.797,0.07899999999999996
7339,The Last Tinker: City of Colors,0.272,0.193,0.07900000000000001
7340,The Last Warlock,0.524,0.599,-0.07499999999999996
7341,The Legend of Candlewind,-0.907,-0.8,-0.10699999999999998
7342,The Legend of Dark Witch,0.122,0.42,-0.298
7343,The Legend of Heroes: Trails in the Sky,0.602,0.381,0.22099999999999997
7344,The Legend of Heroes: Trails in the Sky SC,0.823,0.929,-0.1060000000000001
7345,The Legend of Tango,-0.294,-0.211,-0.08299999999999999
7346,The Legions of Rome,-0.725,-0.987,0.262
7347,The Leisure of Grisaia,0.094,-0.109,0.203
7348,The Life Of Greather,-0.339,-0.339,0.0
7349,The Light Empire,-0.966,-0.966,0.0
7350,The Little Acre,0.366,0.056,0.31
7351,The Little Crane That Could,-0.12,0.098,-0.218
7352,The Living Dungeon,0.129,0.196,-0.067
7353,The Logomancer,0.143,0.143,0.0
7354,The Lonesome Fog,0.716,0.576,0.14
7355,The Longest Journey,0.642,0.444,0.198
7356,The Lord of the Rings Online™,0.261,0.247,0.014000000000000012
7357,The Lords of the Earth Flame,-0.068,-0.007,-0.061000000000000006
7358,The Lost,-1.0,-1.0,0.0
7359,The Lost Battalion: All Out Warfare,-0.088,-0.412,0.32399999999999995
7360,The Lost City Of Malathedra,-0.956,-0.956,0.0
7361,The Lost Crown,0.097,0.644,-0.547
7362,The Lost Heir 2: Forging a Kingdom,0.38,0.573,-0.19299999999999995
7363,The Lost Heir: The Fall of Daria,0.263,0.315,-0.05199999999999999
7364,The Lost Mythologies,-0.432,-0.997,0.565
7365,The Lost Souls,-0.723,-0.406,-0.31699999999999995
7366,The Lost Valley,-0.492,-0.364,-0.128
7367,The Madness of Little Emma,0.427,0.999,-0.5720000000000001
7368,The Magic Circle,0.612,0.595,0.017000000000000015
7369,The Mahjong Huntress,-0.329,-0.043,-0.28600000000000003
7370,The Maker's Eden,0.287,0.176,0.11099999999999999
7371,The Martian VR Experience,-0.692,-0.6,-0.09199999999999997
7372,The Marvellous Miss Take,0.603,0.615,-0.01200000000000001
7373,The Masterplan,-0.324,-0.098,-0.226
7374,The Mean Greens - Plastic Warfare,0.233,-0.206,0.439
7375,The Men of Yoshiwara: Kikuya,0.131,-0.2,0.331
7376,The Men of Yoshiwara: Ohgiya,0.201,0.418,-0.21699999999999997
7377,The Metronomicon: Slay The Dance Floor,0.781,0.606,0.17500000000000004
7378,The Mims Beginning,-0.152,0.173,-0.32499999999999996
7379,The Minotaur,0.141,0.141,0.0
7380,The Misadventures of P.B. Winterbottom,0.625,0.438,0.187
7381,The Moment of Silence,-0.457,-0.457,0.0
7382,The Moon Sliver,0.255,-0.397,0.652
7383,The Music Machine,0.556,0.973,-0.4169999999999999
7384,The Musketeers: Victoria's Quest,0.654,0.654,0.0
7385,The Mysterious Cities of Gold - Secret Paths,-0.147,-0.361,0.214
7386,The Mystery of a Lost Planet,-0.215,0.003,-0.218
7387,The Mystery of the Druids,-0.316,-0.342,0.026000000000000023
7388,The NADI Project,-0.169,-0.182,0.012999999999999984
7389,The Narrator is a DICK,0.072,0.2,-0.128
7390,The Next BIG Thing,0.451,0.385,0.066
7391,The Next Door,-0.339,0.182,-0.521
7392,The Next Penelope,0.257,0.17,0.087
7393,The Next World,0.313,0.544,-0.23100000000000004
7394,The Night Cafe,0.782,0.592,0.19000000000000006
7395,The Night The Carsons Disappeared,0.444,0.397,0.046999999999999986
7396,The Night of the Rabbit,0.477,-0.173,0.6499999999999999
7397,The Nightmare Cooperative,-0.151,-0.398,0.24700000000000003
7398,The Novelist,0.064,0.194,-0.13
7399,The ORPHEUS Ruse,-0.336,-0.336,0.0
7400,The Odyssey,0.46,0.46,0.0
7401,The Oil Blue,0.18,-0.406,0.5860000000000001
7402,The Old City: Leviathan,0.106,-0.001,0.107
7403,The Old Tree,0.352,0.602,-0.25
